support,itemsets,length
0.03231704038285745,frozenset({'PAPER CHAIN KIT RETROSPOT'}),1
0.02801527128031403,frozenset({'EDWARDIAN PARASOL NATURAL'}),1
0.025487981932569768,frozenset({'DOORMAT FANCY FONT HOME SWEET HOME'}),1
0.02355218583642523,"frozenset({""YOU'RE CONFUSING ME METAL SIGN""})",1
0.023229553153734473,frozenset({'CLEAR DRAWER KNOB ACRYLIC EDWARDIAN'}),1
0.022046566650535032,frozenset({'SKULL SHOULDER BAG'}),1
0.02140130128515352,frozenset({'WHITE SPOT RED CERAMIC DRAWER KNOB'}),1
0.02097112437489918,frozenset({'CERAMIC STRAWBERRY CAKE MONEY BANK'}),1
0.019841909985481528,frozenset({'EDWARDIAN PARASOL BLACK'}),1
0.017637253320428026,frozenset({'RETROSPOT LARGE MILK JUG'}),1
0.01693821584126472,frozenset({'PIGGY BANK RETROSPOT'}),1
0.015647685110501693,"frozenset({'AIRLINE LOUNGE,METAL SIGN'})",1
0.014679787062429424,frozenset({'CERAMIC CHERRY CAKE MONEY BANK'}),1
0.01403452169704791,frozenset({'ZINC WILLIE WINKIE  CANDLE STICK'}),1
0.03995268053987202,frozenset({'RECYCLING BAG RETROSPOT'}),1
0.025057805022315426,frozenset({'TOY TIDY PINK POLKADOT'}),1
0.020272086895735873,frozenset({'VINTAGE SNAKES & LADDERS'}),1
0.014195838038393289,frozenset({'ANTIQUE GLASS DRESSING TABLE POT'}),1
0.010378017959886004,frozenset({'CHOCOLATE CALCULATOR'}),1
0.06624724417916868,frozenset({'NATURAL SLATE HEART CHALKBOARD'}),1
0.06350486637629725,frozenset({'HEART OF WICKER SMALL'}),1
0.04930902833790396,frozenset({'HEART OF WICKER LARGE'}),1
0.03591977200623757,frozenset({'WOOD BLACK BOARD ANT WHITE FINISH'}),1
0.03258590095176642,frozenset({'COLOUR GLASS T-LIGHT HOLDER HANGING'}),1
0.027746410711405066,frozenset({'CREAM HEART CARD HOLDER'}),1
0.026240791525514867,frozenset({'ENAMEL FLOWER JUG CREAM'}),1
0.02355218583642523,frozenset({'ENAMEL BREAD BIN CREAM'}),1
0.01849760714093671,frozenset({'HANGING METAL HEART LANTERN'}),1
0.015325052427810936,frozenset({'CLASSIC METAL BIRDCAGE PLANT HOLDER'}),1
0.036081088347582946,frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),1
0.023982362746679572,frozenset({'JUMBO BAG DOLLY GIRL DESIGN'}),1
0.019196644620100015,frozenset({'TRADITIONAL CHRISTMAS RIBBONS'}),1
0.11082432650427489,frozenset({'JUMBO BAG RED RETROSPOT'}),1
0.035166962413292466,frozenset({'CHILLI LIGHTS'}),1
0.033768887454965854,frozenset({'HOMEMADE JAM SCENTED CANDLES'}),1
0.012367586169812336,frozenset({'GINGHAM HEART  DOORSTOP RED'}),1
0.02511157713609722,frozenset({'SMALL HEART MEASURING SPOONS'}),1
0.0237672742915524,frozenset({'RED DINER WALL CLOCK'}),1
0.02161638974028069,frozenset({'IVORY DINER WALL CLOCK'}),1
0.019788137871699737,frozenset({'LARGE HEART MEASURING SPOONS'}),1
0.019411733075227186,frozenset({'RED RETROSPOT UMBRELLA'}),1
0.018605151368500297,frozenset({'BLUE DINER WALL CLOCK'}),1
0.016454266817228586,frozenset({'CHRISTMAS LIGHTS 10 REINDEER'}),1
0.015217508200247351,frozenset({'BLACK/BLUE POLKADOT UMBRELLA'}),1
0.051836317685648226,frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),1
0.04360918427703393,frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),1
0.032747217293111794,frozenset({'RETROSPOT HEART HOT WATER BOTTLE'}),1
0.03156423078991235,frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),1
0.031026509652094424,frozenset({'SMALL POPCORN HOLDER'}),1
0.02258428778835296,frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),1
0.019734365757917944,frozenset({'ENGLISH ROSE HOT WATER BOTTLE'}),1
0.01790611388933699,frozenset({'JAM JAR WITH PINK LID'}),1
0.017207076410173685,frozenset({'DELUXE SEWING KIT'}),1
0.01715330429639189,frozenset({'PHOTO CUBE'}),1
0.016024089906974244,frozenset({'JAM JAR WITH GREEN LID'}),1
0.011991181373339786,frozenset({'POLKADOT RAIN HAT'}),1
0.011399688121740066,frozenset({'DISCO BALL CHRISTMAS DECORATION'}),1
0.030811421196967254,frozenset({'WOODEN BOX OF DOMINOES'}),1
0.02457385599827929,frozenset({'3 STRIPEY MICE FELTCRAFT'}),1
0.024466311770715708,frozenset({'PICNIC BASKET WICKER SMALL'}),1
0.02355218583642523,frozenset({'SET OF 6 SOLDIER SKITTLES'}),1
0.022422971447007584,frozenset({'TRADITIONAL WOODEN SKIPPING ROPE'}),1
0.04032908533634457,frozenset({'CLOTHES PEGS RETROSPOT PACK 24'}),1
0.03634994891649191,frozenset({'HAND OVER THE CHOCOLATE   SIGN'}),1
0.0348981018443835,frozenset({'HAND WARMER OWL DESIGN'}),1
0.02925202989729526,frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),1
0.024251223315588537,frozenset({'TRAVEL SEWING KIT'}),1
0.019949454213045115,frozenset({'HAND WARMER RED RETROSPOT'}),1
0.017207076410173685,"frozenset({'FANCY FONT BIRTHDAY CARD,'})",1
0.03016615583158574,frozenset({'ALARM CLOCK BAKELIKE IVORY'}),1
0.029682206807549606,frozenset({'HAND WARMER BIRD DESIGN'}),1
0.02882185298704092,frozenset({'SMALL GLASS HEART TRINKET POT'}),1
0.02339086949507985,frozenset({'ALARM CLOCK BAKELIKE ORANGE'}),1
0.02140130128515352,frozenset({'CHICK GREY HOT WATER BOTTLE'}),1
0.04495348712157875,frozenset({'CHOCOLATE HOT WATER BOTTLE'}),1
0.04081303436038071,frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),1
0.03747916330590956,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),1
0.03452169704791095,frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),1
0.02650965209442383,frozenset({'WHITE SKULL HOT WATER BOTTLE'}),1
0.019142872506318222,frozenset({'DOORMAT FAIRY CAKE'}),1
0.01537882454159273,frozenset({'PACK OF 12 RED RETROSPOT TISSUES'}),1
0.012797763080066677,frozenset({'PINK DOUGHNUT TRINKET POT'}),1
0.0616766145077163,frozenset({'LUNCH BAG SPACEBOY DESIGN'}),1
0.057697478087863636,frozenset({'LUNCH BAG PINK POLKADOT'}),1
0.05393343012313814,frozenset({'LUNCH BAG WOODLAND'}),1
0.036081088347582946,frozenset({'GUMBALL COAT RACK'}),1
0.035650911437328604,frozenset({'BATHROOM METAL SIGN'}),1
0.025918158842824113,frozenset({'PHOTO FRAME CORNICE'}),1
0.02532666559122439,frozenset({'LADIES & GENTLEMEN METAL SIGN'}),1
0.02392859063289778,frozenset({'SCANDINAVIAN REDS RIBBONS'}),1
0.021508845512717104,frozenset({'TOILET METAL SIGN'}),1
0.021455073398935313,frozenset({'METAL SIGN TAKE IT OR LEAVE IT'}),1
0.020594719578426627,frozenset({'CANDLEHOLDER PINK HANGING HEART'}),1
0.020003226326826908,frozenset({'ASSORTED COLOUR MINI CASES'}),1
0.019357960961445396,"frozenset({""I'M ON HOLIDAY METAL SIGN""})",1
0.018820239823627467,frozenset({'PICTURE DOMINOES'}),1
0.01849760714093671,frozenset({'BALLOONS  WRITING SET'}),1
0.018336290799591332,frozenset({'SET 20 NAPKINS FAIRY CAKES DESIGN'}),1
0.018067430230682368,frozenset({'SET/10 PINK POLKADOT PARTY CANDLES'}),1
0.016346722589665,frozenset({'KITCHEN METAL SIGN'}),1
0.015647685110501693,frozenset({'SET OF 4 ENGLISH ROSE PLACEMATS'}),1
0.014733559176211216,frozenset({'SET OF 4 ENGLISH ROSE COASTERS'}),1
0.014733559176211216,frozenset({'JAZZ HEARTS PURSE NOTEBOOK'}),1
0.01462601494864763,frozenset({'BIRD HOUSE HOT WATER BOTTLE'}),1
0.013980749583266118,frozenset({'SET OF 9 HEART SHAPED BALLOONS'}),1
0.013658116900575362,frozenset({'FAIRY CAKE FLANNEL ASSORTED COLOUR'}),1
0.013550572673011777,frozenset({'FAMILY PHOTO FRAME CORNICE'}),1
0.012098725600903372,frozenset({'APPLE BATH SPONGE'}),1
0.012044953487121578,frozenset({'STRAWBERRY BATH SPONGE'}),1
0.01166854869064903,frozenset({'GROW YOUR OWN BASIL IN ENAMEL MUG'}),1
0.011561004463085445,frozenset({'RETROSPOT CIGAR BOX MATCHES'}),1
0.011023283325267516,frozenset({'TRIPLE PHOTO FRAME CORNICE'}),1
0.010808194870140345,frozenset({'SET OF 6 T-LIGHTS SANTA'}),1
0.06775286336505888,frozenset({'LUNCH BAG  BLACK SKULL.'}),1
0.060870032800989404,frozenset({'LUNCH BAG CARS BLUE'}),1
0.036134860461364736,frozenset({'SET OF 3 BUTTERFLY COOKIE CUTTERS'}),1
0.03602731623380115,frozenset({'SET OF 3 HEART COOKIE CUTTERS'}),1
0.03505941818572888,frozenset({'PACK OF 72 SKULL CAKE CASES'}),1
0.031833091358821314,frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),1
0.02704737323224176,frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),1
0.02021831478195408,frozenset({'HEART IVORY TRELLIS SMALL'}),1
0.020003226326826908,frozenset({'3 PIECE SPACEBOY COOKIE CUTTER SET'}),1
0.016776899499919343,frozenset({'HEART IVORY TRELLIS LARGE'}),1
0.01650803893101038,frozenset({'CHOCOLATE BOX RIBBONS'}),1
0.01344302844544819,frozenset({'PINK DRAWER KNOB ACRYLIC EDWARDIAN'}),1
0.011776092918212615,frozenset({'ROMANTIC PINKS RIBBONS'}),1
0.010593106415013175,frozenset({'LUNCH BAG SUKI  DESIGN'}),1
0.046082701510996395,frozenset({'SET/5 RED RETROSPOT LID GLASS BOWLS'}),1
0.0549551002849922,frozenset({'VICTORIAN GLASS HANGING T-LIGHT'}),1
0.036618809485400874,frozenset({'DOORMAT RED RETROSPOT'}),1
0.03441415282034737,frozenset({'RED  HARMONICA IN BOX'}),1
0.03140291444856697,frozenset({'BLUE HARMONICA IN BOX'}),1
0.031026509652094424,frozenset({'DOORMAT HEARTS'}),1
0.029735978921331396,frozenset({'PLASTERS IN TIN SKULLS'}),1
0.02919825778351347,frozenset({'LOVEBIRD HANGING DECORATION WHITE'}),1
0.027208689573587137,frozenset({'SET OF 20 KIDS COOKIE CUTTERS'}),1
0.02688605689089638,frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),1
0.02489648868097005,frozenset({'4 TRADITIONAL SPINNING TOPS'}),1
0.023821046405334195,frozenset({'SET OF 72 RETROSPOT PAPER  DOILIES'}),1
0.023659730063988815,frozenset({'ROTATING SILVER ANGELS T-LIGHT HLDR'}),1
0.02199279453675324,frozenset({'NATURAL SLATE RECTANGLE CHALKBOARD'}),1
0.020809808033553798,frozenset({'AIRLINE BAG VINTAGE TOKYO 78'}),1
0.016776899499919343,frozenset({'10 COLOUR SPACEBOY PEN'}),1
0.015432596655374524,frozenset({'SLEEPING CAT ERASERS'}),1
0.01537882454159273,frozenset({'SILVER HANGING T-LIGHT HOLDER'}),1
0.01516373608646556,frozenset({'CARD CIRCUS PARADE'}),1
0.013658116900575362,frozenset({'12 PENCILS TALL TUBE SKULLS'}),1
0.0118836371457762,frozenset({'CARD BIRTHDAY COWBOY'}),1
0.0118836371457762,frozenset({'RIBBON REEL MAKING SNOWMEN'}),1
0.011399688121740066,frozenset({'PENS ASSORTED FUNNY FACE'}),1
0.04366295639081572,frozenset({'JUMBO BAG STRAWBERRY'}),1
0.0348981018443835,frozenset({'JUMBO BAG OWLS'}),1
0.024788944453406462,frozenset({'FELTCRAFT CUSHION OWL'}),1
0.021885250309189655,frozenset({'STRAWBERRY SHOPPER BAG'}),1
0.018067430230682368,frozenset({'AGED GLASS SILVER T-LIGHT HOLDER'}),1
0.01575522933806528,frozenset({'FULL ENGLISH BREAKFAST PLATE'}),1
0.013335484217884604,frozenset({'OWL DOORSTOP'}),1
0.012098725600903372,"frozenset({""CHILDREN'S SPACEBOY MUG""})",1
0.010861966983922137,frozenset({'DOORMAT UNION JACK GUNS AND ROSES'}),1
0.01070065064257676,frozenset({'6 RIBBONS ELEGANT CHRISTMAS'}),1
0.010646878528794966,frozenset({'6 RIBBONS SHIMMERING PINKS'}),1
0.010646878528794966,frozenset({'MAGIC DRAWING SLATE CIRCUS PARADE'}),1
0.010378017959886004,frozenset({'UNION JACK FLAG LUGGAGE TAG'}),1
0.05065333118244878,frozenset({'6 RIBBONS RUSTIC CHARM'}),1
0.0467817389901597,frozenset({'REX CASH+CARRY JUMBO SHOPPER'}),1
0.04463085443888799,frozenset({'DOLLY GIRL LUNCH BOX'}),1
0.030918965424530837,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),1
0.028768080873259126,frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),1
0.023821046405334195,frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'}),1
0.022476743560789374,frozenset({'SOLDIERS EGG CUP'}),1
0.022261655105662203,frozenset({'SET OF 3 NOTEBOOKS IN PARCEL'}),1
0.020325859009517663,frozenset({'FELTCRAFT CUSHION RABBIT'}),1
0.019949454213045115,frozenset({'RED RETROSPOT MINI CASES'}),1
0.018174974458245955,frozenset({'FELTCRAFT CUSHION BUTTERFLY'}),1
0.017368392751519062,frozenset({'FELTCRAFT DOLL MOLLY'}),1
0.016830671613701133,frozenset({'FELTCRAFT CHRISTMAS FAIRY'}),1
0.016077862020756038,frozenset({'RED RETROSPOT PLATE'}),1
0.015647685110501693,frozenset({'FELTCRAFT DOLL ROSIE'}),1
0.015325052427810936,frozenset({'ROUND SNACK BOXES SET OF 4 SKULLS'}),1
0.015217508200247351,frozenset({'FELTCRAFT PRINCESS OLIVIA DOLL'}),1
0.013765661128138948,frozenset({'FELTCRAFT DOLL EMILY'}),1
0.012851535193848471,frozenset({'RED RETROSPOT TAPE'}),1
0.01048556218744959,frozenset({'BLUE POLKADOT PLATE'}),1
0.047373232241759426,frozenset({'VINTAGE SNAP CARDS'}),1
0.03721030273700059,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),1
0.035758455664892184,frozenset({'PLASTERS IN TIN SPACEBOY'}),1
0.032263268269075655,frozenset({'60 CAKE CASES VINTAGE CHRISTMAS'}),1
0.03172554713125773,frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS'}),1
0.029897295262676777,frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),1
0.028929397214604507,frozenset({'CHILDRENS APRON SPACEBOY DESIGN'}),1
0.02882185298704092,frozenset({'FELTCRAFT 6 FLOWER FRIENDS'}),1
0.027423778028714308,frozenset({'PACK OF 12 LONDON TISSUES'}),1
0.02532666559122439,frozenset({'FELTCRAFT BUTTERFLY HEARTS'}),1
0.022422971447007584,frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'}),1
0.02161638974028069,frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),1
0.021508845512717104,frozenset({'WICKER STAR'}),1
0.02086358014733559,frozenset({'PACK OF 60 MUSHROOM CAKE CASES'}),1
0.01968059364413615,frozenset({'HAND WARMER BABUSHKA DESIGN'}),1
0.019142872506318222,frozenset({'SET 12 RETRO WHITE CHALK STICKS'}),1
0.016669355272355756,frozenset({'RIBBON REEL CHRISTMAS SOCK BAUBLE'}),1
0.01629295047588321,"frozenset({""CHILDREN'S APRON DOLLY GIRL""})",1
0.014518470721084045,frozenset({'RIBBON REEL SNOWY VILLAGE'}),1
0.013926977469484325,frozenset({'MAGIC DRAWING SLATE SPACEBOY'}),1
0.013604344786793569,frozenset({'CHARLIE + LOLA RED HOT WATER BOTTLE'}),1
0.012797763080066677,frozenset({'ADVENT CALENDAR GINGHAM SACK'}),1
0.012475130397375921,frozenset({'PURPLE DRAWERKNOB ACRYLIC EDWARDIAN'}),1
0.012421358283594128,frozenset({'MAGIC DRAWING SLATE DOLLY GIRL'}),1
0.010378017959886004,frozenset({'SET OF 6 T-LIGHTS TOADSTOOLS'}),1
0.010378017959886004,frozenset({'CHRISTMAS GINGHAM STAR'}),1
0.01656181104479217,frozenset({'ROTATING LEAVES T-LIGHT HOLDER'}),1
0.029520890466204226,frozenset({'GREY HEART HOT WATER BOTTLE'}),1
0.02161638974028069,frozenset({'TRADITIONAL WOODEN CATCH CUP GAME'}),1
0.013711889014357154,frozenset({'KINGS CHOICE TEA CADDY'}),1
0.013120395762757434,frozenset({'BOYS VINTAGE TIN SEASIDE BUCKET'}),1
0.012313814056030542,frozenset({'GIRLS VINTAGE TIN SEASIDE BUCKET'}),1
0.012313814056030542,frozenset({'S/6 WOODEN SKITTLES IN COTTON BAG'}),1
0.01226004194224875,frozenset({'METAL SIGN EMPIRE TEA'}),1
0.012206269828466957,frozenset({'RED METAL BEACH SPADE'}),1
0.025971930956605903,frozenset({'FAWN BLUE HOT WATER BOTTLE'}),1
0.020917352261117385,frozenset({'PACK OF 6 BIRDY GIFT TAGS'}),1
0.01887401193740926,frozenset({'CERAMIC HEART FAIRY CAKE MONEY BANK'}),1
0.01575522933806528,frozenset({'DOORSTOP RETROSPOT HEART'}),1
0.023874818519115985,frozenset({'RED RETROSPOT OVEN GLOVE'}),1
0.028122815507877614,frozenset({'ZINC METAL HEART DECORATION'}),1
0.020110770554390492,frozenset({'CHRISTMAS CRAFT WHITE FAIRY'}),1
0.018820239823627467,frozenset({'RETROSPOT CHILDRENS APRON'}),1
0.01752970909286444,frozenset({'COLOURING PENCILS BROWN TUBE'}),1
0.01597031779319245,frozenset({'HEART FILIGREE DOVE  SMALL'}),1
0.020003226326826908,frozenset({'SET/10 RED POLKADOT PARTY CANDLES'}),1
0.015809001451847073,frozenset({'FRENCH WC SIGN BLUE METAL'}),1
0.014679787062429424,frozenset({'VICTORIAN SEWING BOX SMALL'}),1
0.013604344786793569,frozenset({'VICTORIAN SEWING BOX MEDIUM'}),1
0.019357960961445396,frozenset({'WASHROOM METAL SIGN'}),1
0.02806904339409582,frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),1
0.02333709738129806,frozenset({'VINTAGE PAISLEY STATIONERY SET'}),1
0.022638059902134754,frozenset({'PACK OF 12 HEARTS DESIGN TISSUES'}),1
0.021777706081626068,frozenset({'RIBBON REEL STRIPES DESIGN'}),1
0.01693821584126472,frozenset({'RETROSPOT PARTY BAG + STICKER SET'}),1
0.015432596655374524,frozenset({'DINOSAURS  WRITING SET'}),1
0.013604344786793569,frozenset({'RIBBON REEL CHRISTMAS PRESENT'}),1
0.013550572673011777,frozenset({'SKULLS WRITING SET'}),1
0.01344302844544819,frozenset({'HEART FILIGREE DOVE LARGE'}),1
0.012528902511157713,frozenset({'SET/10 BLUE POLKADOT PARTY CANDLES'}),1
0.011614776576867237,frozenset({'STAR WOODEN CHRISTMAS DECORATION'}),1
0.010431790073667796,frozenset({'DOORMAT BLACK FLOCK'}),1
0.010270473732322418,frozenset({'36 FOIL HEART CAKE CASES'}),1
0.10238210464053342,frozenset({'REGENCY CAKESTAND 3 TIER'}),1
0.020110770554390492,frozenset({'BLACK RECORD COVER FRAME'}),1
0.019357960961445396,"frozenset({'RECORD FRAME 7"" SINGLE SIZE'})",1
0.017099532182610098,frozenset({'36 PENCILS TUBE RED RETROSPOT'}),1
0.013174167876539227,frozenset({'ROCKING HORSE RED CHRISTMAS'}),1
0.025380437705006184,frozenset({'VINTAGE UNION JACK BUNTING'}),1
0.017368392751519062,frozenset({'PAPER BUNTING WHITE LACE'}),1
0.01166854869064903,frozenset({'CARD I LOVE LONDON'}),1
0.023498413722643437,frozenset({'CARD BILLBOARD FONT'}),1
0.01650803893101038,frozenset({'CARD DOLLY GIRL'}),1
0.015217508200247351,frozenset({'SET OF 2 TEA TOWELS APPLE AND PEARS'}),1
0.011345916007958272,frozenset({'RAINY LADIES BIRTHDAY CARD'}),1
0.015701457224283486,frozenset({'LANTERN CREAM GAZEBO'}),1
0.018551379254718503,frozenset({'ANTIQUE SILVER TEA GLASS ENGRAVED'}),1
0.010861966983922137,frozenset({'SET OF 2 WOODEN MARKET CRATES'}),1
0.03780179598860031,frozenset({'JUMBO STORAGE BAG SKULLS'}),1
0.02333709738129806,frozenset({'PICNIC BASKET WICKER LARGE'}),1
0.01731462063773727,frozenset({'PLACE SETTING WHITE HEART'}),1
0.01575522933806528,frozenset({'RETROSPOT RED WASHING UP GLOVES'}),1
0.014303382265956874,frozenset({'CALENDAR PAPER CUT DESIGN'}),1
0.014088293810829704,frozenset({'SMALL RED BABUSHKA NOTEBOOK'}),1
0.013335484217884604,frozenset({'12 MESSAGE CARDS WITH ENVELOPES'}),1
0.013335484217884604,frozenset({'BUTTON BOX'}),1
0.012690218852503092,frozenset({'HERB MARKER BASIL'}),1
0.012690218852503092,frozenset({'HERB MARKER MINT'}),1
0.012690218852503092,frozenset({'GARLAND WOODEN HAPPY EASTER'}),1
0.012582674624939507,frozenset({'HERB MARKER ROSEMARY'}),1
0.012528902511157713,frozenset({'HERB MARKER THYME'}),1
0.012475130397375921,frozenset({'HERB MARKER PARSLEY'}),1
0.01107705543904931,frozenset({'HERB MARKER CHIVES'}),1
0.03462924127547454,frozenset({'PACK OF 20 NAPKINS PANTRY DESIGN'}),1
0.03263967306554821,frozenset({'PINK CREAM FELT CRAFT TRINKET BOX'}),1
0.019788137871699737,frozenset({'SWEETHEART CAKESTAND 3 TIER'}),1
0.013496800559229983,frozenset({'CHRISTMAS HANGING STAR WITH BELL'}),1
0.013496800559229983,frozenset({'RED RETROSPOT OVEN GLOVE DOUBLE'}),1
0.013120395762757434,frozenset({'CHRISTMAS TOILET ROLL'}),1
0.054417379147174275,frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),1
0.015432596655374524,frozenset({'HANGING HEART MIRROR DECORATION'}),1
0.011023283325267516,frozenset({'CHRISTMAS LIGHTS 10 VINTAGE BAUBLES'}),1
0.05232026670968436,frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),1
0.019734365757917944,frozenset({'ENAMEL MEASURING JUG CREAM'}),1
0.018981556164972845,frozenset({'12 PENCILS SMALL TUBE SKULL'}),1
0.018981556164972845,frozenset({'12 PENCIL SMALL TUBE WOODLAND'}),1
0.010861966983922137,frozenset({'HEADS AND TAILS SPORTING FUN'}),1
0.036081088347582946,frozenset({'IVORY KITCHEN SCALES'}),1
0.027961499166532237,frozenset({'RED KITCHEN SCALES'}),1
0.026240791525514867,frozenset({'METAL 4 HOOK HANGER FRENCH CHATEAU'}),1
0.04592138516965102,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),1
0.018174974458245955,frozenset({'MULTI COLOUR SILVER T-LIGHT HOLDER'}),1
