CustomerID,Recency,Frequency,Monetary,AvgTransactionValue,TotalItems,AvgBasketSize,UniqueProducts,CustomerLifetime,PurchaseRate,FirstPurchase,LastPurchase,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,CLV_Estimate,Cluster,Segment_Name
12374.0,25,1,622.9300000000001,622.9300000000001,339,339.0,32,0,1.0,2011-11-14 15:37:00,2011-11-14 15:37:00,4,1,3,8,413,227369.45,0,Promising
12377.0,315,2,1548.1200000000001,774.0600000000001,942,471.0,71,39,0.05128205128205128,2010-12-20 09:37:00,2011-01-28 15:45:00,1,2,4,7,124,14488.815384615385,0,Promising
12378.0,130,1,4008.62,4008.62,2529,2529.0,219,0,1.0,2011-08-02 10:34:00,2011-08-02 10:34:00,2,1,5,8,215,1463146.3,5,Champions
12379.0,82,2,777.24,388.62,402,201.0,38,88,0.022727272727272728,2011-06-22 16:32:00,2011-09-19 10:09:00,2,2,3,7,223,3223.7795454545453,0,Promising
12380.0,22,4,2427.81,606.9525,1110,277.5,76,164,0.024390243902439025,2011-06-07 09:49:00,2011-11-18 11:27:00,4,4,5,13,445,5403.35762195122,0,Promising
12381.0,5,3,1474.81,491.6033333333333,797,265.6666666666667,69,115,0.02608695652173913,2011-08-12 09:57:00,2011-12-05 12:44:00,5,3,4,12,534,4680.9186956521735,0,Promising
12383.0,185,5,1628.56,325.712,1518,303.6,83,167,0.029940119760479042,2010-12-22 14:28:00,2011-06-08 08:02:00,1,4,4,9,144,3559.427544910179,0,Promising
12384.0,29,2,425.27000000000004,212.63500000000002,122,61.0,25,92,0.021739130434782608,2011-08-10 11:23:00,2011-11-11 08:39:00,4,2,2,8,422,1687.2125,0,Promising
12386.0,338,2,401.90000000000003,200.95000000000002,354,177.0,10,29,0.06896551724137931,2010-12-08 09:53:00,2011-01-06 12:37:00,1,2,2,5,122,5058.396551724139,0,Promising
12388.0,16,6,2780.6600000000008,463.44333333333344,1462,243.66666666666666,58,311,0.01929260450160772,2011-01-17 11:12:00,2011-11-24 12:30:00,4,5,5,14,455,3263.4755627009654,0,Promising
12390.0,80,1,504.84000000000003,504.84000000000003,350,350.0,31,0,1.0,2011-09-21 09:33:00,2011-09-21 09:33:00,2,1,3,6,213,184266.6,0,Promising
12393.0,72,4,1582.6,395.65,816,204.0,49,260,0.015384615384615385,2011-01-11 09:47:00,2011-09-28 15:41:00,3,4,4,11,344,2221.7269230769234,0,Promising
12394.0,217,1,351.08,351.08,180,180.0,20,0,1.0,2011-05-06 14:01:00,2011-05-06 14:01:00,1,1,2,4,112,128144.2,0,Promising
12395.0,19,12,2682.63,223.5525,2097,174.75,90,351,0.03418803418803419,2010-12-03 16:35:00,2011-11-20 15:21:00,4,5,5,14,455,2789.6294871794876,0,Promising
12397.0,36,2,2214.9,1107.45,1250,625.0,109,99,0.020202020202020204,2011-07-27 14:21:00,2011-11-04 09:52:00,3,2,5,10,325,8166.045454545455,0,Promising
12398.0,46,1,1435.66,1435.66,1389,1389.0,84,0,1.0,2011-10-25 10:27:00,2011-10-25 10:27:00,3,1,4,8,314,524015.9,5,Champions
12399.0,119,4,1033.65,258.4125,1173,293.25,46,142,0.028169014084507043,2011-03-23 09:42:00,2011-08-12 13:15:00,2,4,4,10,244,2656.9172535211273,0,Promising
12401.0,303,1,69.3,69.3,10,10.0,4,0,1.0,2011-02-09 13:50:00,2011-02-09 13:50:00,1,1,1,3,111,25294.5,0,Promising
12402.0,323,1,195.60000000000002,195.60000000000002,92,92.0,10,0,1.0,2011-01-20 13:49:00,2011-01-20 13:49:00,1,1,1,3,111,71394.00000000001,0,Promising
12407.0,50,5,1507.12,301.424,1403,280.6,56,214,0.02336448598130841,2011-03-20 13:21:00,2011-10-21 10:11:00,3,4,4,11,344,2570.5551401869157,0,Promising
12408.0,33,5,2618.5500000000006,523.7100000000002,1391,278.2,80,227,0.022026431718061675,2011-03-24 14:46:00,2011-11-07 12:27:00,4,4,5,13,445,4210.4438325991205,0,Promising
12409.0,79,3,11072.67,3690.89,5551,1850.3333333333333,91,103,0.02912621359223301,2011-06-10 12:19:00,2011-09-22 10:38:00,2,3,5,10,235,39238.102427184465,5,Champions
12410.0,309,2,533.33,266.665,207,103.5,25,0,2.0,2011-02-04 10:38:00,2011-02-04 10:39:00,1,2,3,6,123,194665.45,0,Promising
12413.0,67,3,686.0999999999999,228.69999999999996,282,94.0,28,270,0.011111111111111112,2011-01-06 16:12:00,2011-10-04 09:00:00,3,3,3,9,333,927.5055555555555,0,Promising
12414.0,217,3,442.41,147.47,297,99.0,15,93,0.03225806451612903,2011-02-02 14:51:00,2011-05-06 14:51:00,1,3,2,6,132,1736.340322580645,0,Promising
12415.0,24,20,124564.53,6228.2265,77373,3868.65,450,313,0.06389776357827476,2011-01-06 11:12:00,2011-11-15 14:22:00,4,5,5,14,455,145258.95670926516,3,Champions
12417.0,3,9,3226.0999999999995,358.4555555555555,1527,169.66666666666666,158,354,0.025423728813559324,2010-12-17 11:51:00,2011-12-06 14:52:00,5,5,5,15,555,3326.3460451977403,0,Promising
12418.0,113,1,668.58,668.58,407,407.0,34,0,1.0,2011-08-19 11:08:00,2011-08-19 11:08:00,2,1,3,6,213,244031.7,0,Promising
12421.0,16,4,639.04,159.76,478,119.5,31,303,0.013201320132013201,2011-01-24 15:09:00,2011-11-24 09:07:00,4,4,3,11,443,769.8006600660066,0,Promising
12422.0,96,3,683.5599999999998,227.85333333333327,367,122.33333333333333,38,229,0.013100436681222707,2011-01-19 09:13:00,2011-09-05 09:48:00,2,3,3,8,233,1089.5170305676852,0,Promising
12423.0,1,8,1634.31,204.28875,1324,165.5,95,352,0.022727272727272728,2010-12-21 10:54:00,2011-12-09 10:10:00,5,5,4,14,554,1694.668039772727,0,Promising
12424.0,163,2,1760.96,880.48,740,370.0,30,0,2.0,2011-06-30 12:06:00,2011-06-30 12:06:00,2,2,4,8,224,642750.4,0,Promising
12425.0,78,1,777.2,777.2,496,496.0,36,0,1.0,2011-09-22 17:31:00,2011-09-22 17:31:00,2,1,3,6,213,283678.0,0,Promising
12426.0,195,1,510.73,510.73,254,254.0,29,0,1.0,2011-05-29 12:26:00,2011-05-29 12:26:00,1,1,3,5,113,186416.45,0,Promising
12427.0,22,3,699.8000000000001,233.26666666666668,526,175.33333333333334,25,349,0.008595988538681949,2010-12-03 10:44:00,2011-11-18 08:56:00,4,3,3,10,433,731.8825214899714,0,Promising
12429.0,228,1,381.98,381.98,196,196.0,20,0,1.0,2011-04-26 11:44:00,2011-04-26 11:44:00,1,1,2,4,112,139422.7,0,Promising
12430.0,43,1,216.4,216.4,116,116.0,10,0,1.0,2011-10-27 15:09:00,2011-10-27 15:09:00,3,1,1,5,311,78986.0,0,Promising
12431.0,36,15,6314.950000000001,420.9966666666667,2889,192.6,162,338,0.04437869822485207,2010-12-01 10:03:00,2011-11-04 11:55:00,3,5,5,13,355,6819.3986686390535,5,Champions
12432.0,43,4,4359.32,1089.83,1800,450.0,106,129,0.031007751937984496,2011-06-20 13:27:00,2011-10-28 11:43:00,3,4,5,12,345,12334.51007751938,5,Champions
12433.0,1,7,13375.87,1910.8385714285716,11071,1581.5714285714287,222,372,0.01881720430107527,2010-12-01 13:24:00,2011-12-09 10:02:00,5,5,5,15,555,13124.173521505378,5,Champions
12434.0,85,2,806.14,403.07,394,197.0,46,175,0.011428571428571429,2011-03-24 13:05:00,2011-09-16 12:38:00,2,2,3,7,223,1681.3777142857143,0,Promising
12436.0,100,1,429.01,429.01,209,209.0,15,0,1.0,2011-09-01 12:09:00,2011-09-01 12:09:00,2,1,2,5,212,156588.65,0,Promising
12437.0,2,18,4447.41,247.07833333333332,2894,160.77777777777777,118,329,0.0547112462006079,2011-01-12 14:13:00,2011-12-08 11:35:00,5,5,5,15,555,4934.056686930091,5,Champions
12438.0,14,2,2466.85,1233.425,1169,584.5,84,125,0.016,2011-07-22 13:29:00,2011-11-25 13:28:00,5,2,5,12,525,7203.202,0,Promising
12441.0,367,1,155.55,155.55,120,120.0,10,0,1.0,2010-12-08 10:45:00,2010-12-08 10:45:00,1,1,1,3,111,56775.75000000001,0,Promising
12442.0,3,1,144.06,144.06,181,181.0,11,0,1.0,2011-12-06 14:22:00,2011-12-06 14:22:00,5,1,1,7,511,52581.9,0,Promising
12444.0,21,5,4085.4600000000005,817.0920000000001,1130,226.0,137,149,0.03355704697986577,2011-06-21 14:00:00,2011-11-18 13:23:00,4,4,5,13,445,10008.006040268458,5,Champions
12445.0,22,1,77.4,77.4,60,60.0,3,0,1.0,2011-11-17 18:43:00,2011-11-17 18:43:00,4,1,1,6,411,28251.000000000004,0,Promising
12446.0,58,1,1002.31,1002.31,351,351.0,57,0,1.0,2011-10-13 12:50:00,2011-10-13 12:50:00,3,1,4,8,314,365843.14999999997,0,Promising
12447.0,243,1,431.49,431.49,187,187.0,25,0,1.0,2011-04-10 13:25:00,2011-04-10 13:25:00,1,1,2,4,112,157493.85,0,Promising
12448.0,44,1,365.45000000000005,365.45000000000005,240,240.0,21,0,1.0,2011-10-26 13:46:00,2011-10-26 13:46:00,3,1,2,6,312,133389.25000000003,0,Promising
12449.0,22,4,3596.29,899.0725,1523,380.75,118,164,0.024390243902439025,2011-06-05 15:37:00,2011-11-17 13:46:00,4,4,5,13,445,8003.938109756098,5,Champions
12450.0,156,2,197.88,98.94,128,64.0,7,17,0.11764705882352941,2011-06-19 14:36:00,2011-07-06 14:41:00,2,2,1,5,221,4248.599999999999,0,Promising
12451.0,11,5,8995.52,1799.104,6574,1314.8,264,313,0.01597444089456869,2011-01-19 09:05:00,2011-11-29 08:40:00,5,4,5,14,545,10489.983386581469,5,Champions
12452.0,17,1,348.57000000000005,348.57000000000005,181,181.0,20,0,1.0,2011-11-23 08:05:00,2011-11-23 08:05:00,4,1,2,7,412,127228.05000000002,0,Promising
12453.0,134,1,707.09,707.09,473,473.0,43,0,1.0,2011-07-28 14:08:00,2011-07-28 14:08:00,2,1,3,6,213,258087.85,0,Promising
12454.0,56,1,3528.34,3528.34,1006,1006.0,15,0,1.0,2011-10-14 17:13:00,2011-10-14 17:13:00,3,1,5,9,315,1287844.1,5,Champions
12455.0,73,4,655.9600000000002,163.99000000000004,562,140.5,43,116,0.034482758620689655,2011-06-03 11:33:00,2011-09-27 15:31:00,2,4,3,9,243,2064.0120689655178,0,Promising
12456.0,44,3,2581.0400000000004,860.3466666666668,1618,539.3333333333334,104,210,0.014285714285714285,2011-03-30 09:12:00,2011-10-26 14:41:00,3,3,5,11,335,4486.093333333334,0,Promising
12457.0,86,4,1650.53,412.6325,769,192.25,51,152,0.02631578947368421,2011-04-14 18:57:00,2011-09-14 15:54:00,2,4,4,10,244,3963.4437499999995,0,Promising
12458.0,71,2,787.4000000000001,393.70000000000005,502,251.0,34,213,0.009389671361502348,2011-02-28 10:55:00,2011-09-29 15:25:00,3,2,3,8,323,1349.3004694835683,0,Promising
12461.0,155,1,626.8799999999999,626.8799999999999,282,282.0,34,0,1.0,2011-07-08 10:23:00,2011-07-08 10:23:00,2,1,3,6,213,228811.19999999995,0,Promising
12462.0,19,2,937.59,468.795,527,263.5,51,284,0.007042253521126761,2011-02-09 14:44:00,2011-11-21 09:11:00,4,2,4,10,424,1205.0012323943663,0,Promising
12463.0,53,4,1200.78,300.195,768,192.0,64,188,0.02127659574468085,2011-04-12 12:47:00,2011-10-17 13:44:00,3,4,4,11,344,2331.3015957446805,0,Promising
12464.0,10,8,957.0499999999998,119.63124999999998,95,11.875,5,299,0.026755852842809364,2011-02-03 13:30:00,2011-11-29 13:33:00,5,5,4,14,554,1168.3051839464881,0,Promising
12465.0,17,2,682.1900000000002,341.0950000000001,475,237.5,45,152,0.013157894736842105,2011-06-23 13:37:00,2011-11-22 16:34:00,4,2,3,9,423,1638.1536184210531,0,Promising
12468.0,188,2,657.5400000000001,328.77000000000004,362,181.0,35,128,0.015625,2011-01-27 13:29:00,2011-06-05 11:36:00,1,2,3,6,123,1875.0164062500003,0,Promising
12471.0,2,27,17388.65,644.0240740740742,8092,299.7037037037037,151,362,0.07458563535911603,2010-12-10 09:35:00,2011-12-07 15:43:00,5,5,5,15,555,17532.75483425415,5,Champions
12472.0,32,7,6068.11,866.8728571428571,4120,588.5714285714286,220,336,0.020833333333333332,2010-12-05 14:19:00,2011-11-07 14:01:00,4,5,5,14,455,6591.845684523809,5,Champions
12473.0,54,3,2585.7300000000005,861.9100000000002,2394,798.0,138,138,0.021739130434782608,2011-06-01 10:15:00,2011-10-17 11:27:00,3,3,5,11,335,6839.0684782608705,5,Champions
12474.0,17,18,6694.09,371.8938888888889,4798,266.55555555555554,253,312,0.057692307692307696,2011-01-14 10:06:00,2011-11-22 14:39:00,4,5,5,14,455,7831.227083333334,5,Champions
12475.0,54,1,669.3799999999999,669.3799999999999,532,532.0,35,0,1.0,2011-10-17 10:10:00,2011-10-17 10:10:00,3,1,3,7,313,244323.69999999995,0,Promising
12476.0,16,11,5898.42,536.22,2357,214.27272727272728,177,345,0.03188405797101449,2010-12-13 14:39:00,2011-11-24 12:40:00,4,5,5,14,455,6240.357391304348,5,Champions
12477.0,23,6,13219.74,2203.29,3653,608.8333333333334,193,278,0.02158273381294964,2011-02-11 12:45:00,2011-11-17 09:51:00,4,5,5,14,455,17356.852877697842,5,Champions
12478.0,4,1,545.99,545.99,233,233.0,35,0,1.0,2011-12-06 09:56:00,2011-12-06 09:56:00,5,1,3,9,513,199286.35,0,Promising
12479.0,11,1,473.20000000000005,473.20000000000005,382,382.0,30,0,1.0,2011-11-28 13:26:00,2011-11-28 13:26:00,5,1,2,8,512,172718.00000000003,0,Promising
12480.0,28,4,2885.63,721.4075,1685,421.25,128,307,0.013029315960912053,2011-01-07 15:27:00,2011-11-11 14:52:00,4,4,5,13,445,3430.7978827361567,0,Promising
12481.0,23,10,5003.820000000001,500.38200000000006,3262,326.2,151,342,0.029239766081871343,2010-12-09 10:13:00,2011-11-17 08:29:00,4,5,5,14,455,5340.334210526316,5,Champions
12483.0,17,8,1910.9800000000002,238.87250000000003,1094,136.75,45,322,0.024844720496894408,2011-01-04 14:20:00,2011-11-22 17:02:00,4,5,4,13,454,2166.1729813664597,0,Promising
12484.0,35,4,3939.32,984.83,2166,541.5,256,301,0.013289036544850499,2011-01-07 14:04:00,2011-11-04 15:18:00,3,4,5,12,345,4776.916279069768,5,Champions
12488.0,10,3,1244.66,414.8866666666667,526,175.33333333333334,45,65,0.046153846153846156,2011-09-25 10:34:00,2011-11-30 08:50:00,5,3,4,12,534,6989.244615384616,0,Promising
12489.0,336,1,298.93,298.93,103,103.0,14,0,1.0,2011-01-07 13:13:00,2011-01-07 13:13:00,1,1,2,4,112,109109.45,0,Promising
12490.0,5,10,4859.93,485.99300000000005,3033,303.3,131,324,0.030864197530864196,2011-01-14 09:13:00,2011-12-04 16:07:00,5,5,5,15,555,5474.921141975309,5,Champions
12491.0,39,1,424.4000000000001,424.4000000000001,258,258.0,24,0,1.0,2011-11-01 12:18:00,2011-11-01 12:18:00,3,1,2,6,312,154906.00000000003,0,Promising
12492.0,63,2,227.21,113.605,190,95.0,18,42,0.047619047619047616,2011-08-26 14:51:00,2011-10-07 15:15:00,3,2,1,6,321,1974.5630952380952,0,Promising
12493.0,166,2,415.74,207.87,206,103.0,19,31,0.06451612903225806,2011-05-26 14:53:00,2011-06-27 10:17:00,2,2,2,6,222,4895.003225806451,0,Promising
12494.0,16,7,1084.1,154.87142857142857,698,99.71428571428571,64,349,0.02005730659025788,2010-12-09 11:31:00,2011-11-24 09:34:00,4,5,4,13,454,1133.8008595988538,0,Promising
12497.0,82,1,953.1,953.1,1231,1231.0,13,0,1.0,2011-09-19 12:29:00,2011-09-19 12:29:00,2,1,4,7,214,347881.5,0,Promising
12498.0,21,3,349.7,116.56666666666666,156,52.0,20,36,0.08333333333333333,2011-10-13 09:30:00,2011-11-18 12:53:00,4,3,2,9,432,3545.5694444444443,0,Promising
12500.0,23,11,4059.8200000000006,369.0745454545455,2667,242.45454545454547,34,310,0.035483870967741936,2011-01-10 09:48:00,2011-11-16 16:20:00,4,5,5,14,455,4780.110645161291,0,Promising
12501.0,337,1,2025.3899999999999,2025.3899999999999,1775,1775.0,148,0,1.0,2011-01-07 12:28:00,2011-01-07 12:28:00,1,1,5,7,115,739267.35,5,Champions
12502.0,96,5,2995.87,599.174,794,158.8,101,214,0.02336448598130841,2011-02-03 10:41:00,2011-09-05 11:52:00,2,4,5,11,245,5109.778271028037,0,Promising
12504.0,18,2,428.04999999999995,214.02499999999998,87,43.5,5,12,0.16666666666666666,2011-11-09 14:56:00,2011-11-21 16:02:00,4,2,2,8,422,13019.854166666664,0,Promising
12506.0,233,1,73.50000000000001,73.50000000000001,23,23.0,23,0,1.0,2011-04-21 08:54:00,2011-04-21 08:54:00,1,1,1,3,111,26827.500000000004,0,Promising
12507.0,134,3,1052.81,350.93666666666667,885,295.0,18,164,0.018292682926829267,2011-02-14 09:24:00,2011-07-28 17:09:00,2,3,4,9,234,2343.144207317073,0,Promising
12508.0,26,2,397.88,198.94,271,135.5,57,2,1.0,2011-11-10 16:27:00,2011-11-13 15:37:00,4,2,2,8,422,72613.1,0,Promising
12509.0,284,1,158.5,158.5,54,54.0,6,0,1.0,2011-02-28 14:45:00,2011-02-28 14:45:00,1,1,1,3,111,57852.5,0,Promising
12510.0,143,2,814.5699999999999,407.28499999999997,347,173.5,28,182,0.01098901098901099,2011-01-18 14:04:00,2011-07-20 10:15:00,2,2,3,7,223,1633.6156593406595,0,Promising
12512.0,66,2,132.18,66.09,96,48.0,31,0,2.0,2011-10-04 14:53:00,2011-10-04 14:55:00,3,2,1,6,321,48245.700000000004,0,Promising
12513.0,113,1,558.29,558.29,459,459.0,34,0,1.0,2011-08-19 10:51:00,2011-08-19 10:51:00,2,1,3,6,213,203775.84999999998,0,Promising
12514.0,267,1,1017.6800000000001,1017.6800000000001,440,440.0,51,0,1.0,2011-03-17 16:38:00,2011-03-17 16:38:00,1,1,4,6,114,371453.2,0,Promising
12515.0,353,1,278.70000000000005,278.70000000000005,128,128.0,15,0,1.0,2010-12-21 15:43:00,2010-12-21 15:43:00,1,1,2,4,112,101725.50000000001,0,Promising
12516.0,78,2,1186.06,593.03,868,434.0,19,102,0.0196078431372549,2011-06-12 11:37:00,2011-09-23 09:13:00,2,2,4,8,224,4244.23431372549,0,Promising
12517.0,28,4,2301.6000000000004,575.4000000000001,1351,337.75,232,161,0.024844720496894408,2011-06-02 15:13:00,2011-11-11 13:57:00,4,4,5,13,445,5217.913043478261,0,Promising
12518.0,1,5,1840.89,368.178,1306,261.2,83,109,0.045871559633027525,2011-08-21 13:18:00,2011-12-09 10:13:00,5,4,4,13,544,6164.448165137615,0,Promising
12519.0,64,1,276.84,276.84,172,172.0,16,0,1.0,2011-10-07 09:26:00,2011-10-07 09:26:00,3,1,2,6,312,101046.59999999999,0,Promising
12520.0,79,5,2346.26,469.25200000000007,1423,284.6,120,194,0.02577319587628866,2011-03-11 11:35:00,2011-09-21 15:23:00,2,4,5,11,245,4414.355154639175,0,Promising
12521.0,143,1,545.6800000000001,545.6800000000001,306,306.0,37,0,1.0,2011-07-20 10:51:00,2011-07-20 10:51:00,2,1,3,6,213,199173.2,0,Promising
12522.0,39,2,156.72,78.36,192,96.0,10,12,0.16666666666666666,2011-10-19 14:41:00,2011-10-31 15:30:00,3,2,1,6,321,4766.9,0,Promising
12523.0,19,11,1699.7700000000002,154.52454545454546,860,78.18181818181819,84,312,0.035256410256410256,2011-01-12 09:43:00,2011-11-20 12:55:00,4,5,4,13,454,1988.5129807692308,0,Promising
12524.0,9,8,3945.7200000000003,493.21500000000003,3669,458.625,113,324,0.024691358024691357,2011-01-10 10:35:00,2011-11-30 15:31:00,5,5,5,15,555,4445.024074074074,5,Champions
12526.0,1,3,1172.66,390.8866666666667,624,208.0,63,93,0.03225806451612903,2011-09-06 14:19:00,2011-12-09 12:09:00,5,3,4,12,534,4602.375268817205,0,Promising
12527.0,82,3,330.71000000000004,110.23666666666668,233,77.66666666666667,17,243,0.012345679012345678,2011-01-18 12:05:00,2011-09-19 11:55:00,2,3,2,7,232,496.74547325102884,0,Promising
12528.0,9,6,1645.4799999999998,274.2466666666666,740,123.33333333333333,50,303,0.019801980198019802,2011-01-31 09:05:00,2011-11-30 14:40:00,5,5,4,14,554,1982.1788778877885,0,Promising
12530.0,60,4,1500.2800000000002,375.07000000000005,904,226.0,50,277,0.01444043321299639,2011-01-07 10:04:00,2011-10-11 12:34:00,3,4,4,11,344,1976.9032490974732,0,Promising
12531.0,15,1,125.22000000000001,125.22000000000001,45,45.0,17,0,1.0,2011-11-25 11:12:00,2011-11-25 11:12:00,4,1,1,6,411,45705.3,0,Promising
12532.0,30,1,313.83,313.83,151,151.0,15,0,1.0,2011-11-09 13:47:00,2011-11-09 13:47:00,4,1,2,7,412,114547.95,0,Promising
12534.0,131,1,981.1800000000001,981.1800000000001,645,645.0,62,0,1.0,2011-08-01 10:26:00,2011-08-01 10:26:00,2,1,4,7,214,358130.7,0,Promising
12535.0,92,2,716.35,358.175,219,109.5,28,94,0.02127659574468085,2011-06-06 12:47:00,2011-09-09 08:48:00,2,2,3,7,223,2781.571808510638,0,Promising
12536.0,59,1,4279.710000000001,4279.710000000001,2801,2801.0,259,0,1.0,2011-10-11 14:52:00,2011-10-11 14:52:00,3,1,5,9,315,1562094.1500000004,5,Champions
12538.0,29,1,363.95,363.95,191,191.0,21,0,1.0,2011-11-10 17:16:00,2011-11-10 17:16:00,4,1,2,7,412,132841.75,0,Promising
12539.0,22,4,5568.35,1392.0875,2067,516.75,157,311,0.012861736334405145,2011-01-10 09:11:00,2011-11-17 13:30:00,4,4,5,13,445,6535.201768488746,5,Champions
12540.0,20,17,11580.24,681.1905882352941,6620,389.4117647058824,276,342,0.049707602339181284,2010-12-13 09:39:00,2011-11-20 11:31:00,4,5,5,14,455,12359.028070175436,5,Champions
12541.0,30,3,841.1800000000001,280.3933333333334,675,225.0,46,251,0.01195219123505976,2011-03-04 09:32:00,2011-11-10 10:40:00,4,3,3,10,433,1223.2298804780878,0,Promising
12544.0,36,1,316.69999999999993,316.69999999999993,134,134.0,18,0,1.0,2011-11-03 16:15:00,2011-11-03 16:15:00,3,1,2,6,312,115595.49999999997,0,Promising
12545.0,75,2,832.39,416.195,517,258.5,41,184,0.010869565217391304,2011-03-25 12:04:00,2011-09-25 13:39:00,2,2,3,7,223,1651.2084239130434,0,Promising
12546.0,47,2,1021.5,510.75,628,314.0,58,31,0.06451612903225806,2011-09-23 09:44:00,2011-10-24 12:09:00,3,2,4,9,324,12027.33870967742,0,Promising
12547.0,198,2,151.8,75.9,132,66.0,6,82,0.024390243902439025,2011-03-04 12:46:00,2011-05-26 12:38:00,1,2,1,4,121,675.6951219512197,0,Promising
12548.0,166,1,67.19999999999999,67.19999999999999,48,48.0,4,0,1.0,2011-06-26 15:35:00,2011-06-26 15:35:00,2,1,1,4,211,24527.999999999996,0,Promising
12550.0,79,1,824.83,824.83,564,564.0,56,0,1.0,2011-09-21 14:35:00,2011-09-21 14:35:00,2,1,3,6,213,301062.95,0,Promising
12551.0,358,1,168.0,168.0,100,100.0,10,0,1.0,2010-12-17 11:23:00,2010-12-17 11:23:00,1,1,1,3,111,61320.0,0,Promising
12552.0,40,1,317.82,317.82,85,85.0,19,0,1.0,2011-10-31 12:11:00,2011-10-31 12:11:00,3,1,2,6,312,116004.3,0,Promising
12553.0,8,10,3278.28,327.82800000000003,1942,194.2,96,321,0.03115264797507788,2011-01-14 10:42:00,2011-12-01 16:38:00,5,5,5,15,555,3727.639252336449,0,Promising
12556.0,50,2,599.5600000000001,299.78000000000003,355,177.5,101,100,0.02,2011-07-11 13:35:00,2011-10-20 13:06:00,3,2,3,8,323,2188.3940000000002,0,Promising
12557.0,16,5,11990.96,2398.192,4384,876.8,20,355,0.014084507042253521,2010-12-03 12:20:00,2011-11-23 16:59:00,4,4,5,13,445,12328.73352112676,5,Champions
12558.0,8,1,269.96,269.96,196,196.0,11,0,1.0,2011-12-02 10:41:00,2011-12-02 10:41:00,5,1,2,8,512,98535.4,0,Promising
