antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len,antecedents_str,consequents_str
"frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY SUGAR BOWL GREEN'})","frozenset({'REGENCY TEA PLATE PINK', 'REGENCY TEAPOT ROSES'})",0.007958272839705328,0.006398881540033339,0.005377211378179276,0.6756756756756757,105.59277765160118,1.0,0.005326287333014737,3.0636034485848973,0.998475798146241,0.5988023952095808,0.6735869975398062,0.7580059050647285,2,2,"REGENCY TEA PLATE GREEN, REGENCY SUGAR BOWL GREEN","REGENCY TEA PLATE PINK, REGENCY TEAPOT ROSES"
"frozenset({'REGENCY TEA PLATE PINK', 'REGENCY TEAPOT ROSES'})","frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY SUGAR BOWL GREEN'})",0.006398881540033339,0.007958272839705328,0.005377211378179276,0.8403361344537814,105.59277765160117,1.0,0.005326287333014737,6.213313975372368,0.9969087563589134,0.5988023952095808,0.8390552925598663,0.7580059050647285,2,2,"REGENCY TEA PLATE PINK, REGENCY TEAPOT ROSES","REGENCY TEA PLATE GREEN, REGENCY SUGAR BOWL GREEN"
"frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEA PLATE PINK'})","frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY SUGAR BOWL GREEN'})",0.006291337312469753,0.007958272839705328,0.005215895036833898,0.829059829059829,104.17584892584892,1.0,0.005165826857974645,5.803444103887722,0.996671241130004,0.5773809523809524,0.8276885273470453,0.7422326172326172,2,2,"REGENCY MILK JUG PINK, REGENCY TEA PLATE PINK","REGENCY TEA PLATE GREEN, REGENCY SUGAR BOWL GREEN"
"frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY SUGAR BOWL GREEN'})","frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEA PLATE PINK'})",0.007958272839705328,0.006291337312469753,0.005215895036833898,0.6554054054054054,104.17584892584892,1.0,0.005165826857974645,2.8837035701520484,0.998345955666024,0.5773809523809524,0.6532237188487188,0.7422326172326172,2,2,"REGENCY TEA PLATE GREEN, REGENCY SUGAR BOWL GREEN","REGENCY MILK JUG PINK, REGENCY TEA PLATE PINK"
"frozenset({'REGENCY TEA PLATE PINK', 'REGENCY SUGAR BOWL GREEN'})","frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY TEAPOT ROSES'})",0.006721514222724095,0.007743184384578158,0.005377211378179276,0.8,103.31666666666668,1.0,0.005325165454209159,4.96128407807711,0.997022520571676,0.591715976331361,0.7984392781661519,0.7472222222222222,2,2,"REGENCY TEA PLATE PINK, REGENCY SUGAR BOWL GREEN","REGENCY TEA PLATE GREEN, REGENCY TEAPOT ROSES"
"frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY TEAPOT ROSES'})","frozenset({'REGENCY TEA PLATE PINK', 'REGENCY SUGAR BOWL GREEN'})",0.007743184384578158,0.006721514222724095,0.005377211378179276,0.6944444444444444,103.31666666666666,1.0,0.005325165454209159,3.2507295898165394,0.9980490977076898,0.591715976331361,0.6923767503969972,0.7472222222222222,2,2,"REGENCY TEA PLATE GREEN, REGENCY TEAPOT ROSES","REGENCY TEA PLATE PINK, REGENCY SUGAR BOWL GREEN"
"frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEA PLATE GREEN', 'REGENCY TEAPOT ROSES'})","frozenset({'REGENCY SUGAR BOWL GREEN', 'REGENCY TEA PLATE ROSES'})",0.005538527719524655,0.008926170887777599,0.005000806581706727,0.9029126213592232,101.15340975552695,1.0,0.004951368736815557,10.208060439855883,0.9956283409556833,0.5284090909090908,0.9020381975702607,0.7315767926073224,3,2,"REGENCY MILK JUG PINK, REGENCY TEA PLATE GREEN, REGENCY TEAPOT ROSES","REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES"
"frozenset({'REGENCY SUGAR BOWL GREEN', 'REGENCY TEA PLATE ROSES'})","frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEA PLATE GREEN', 'REGENCY TEAPOT ROSES'})",0.008926170887777599,0.005538527719524655,0.005000806581706727,0.5602409638554217,101.15340975552695,1.0,0.004951368736815557,2.2613781424460124,0.9990315521477081,0.5284090909090908,0.5577917813787865,0.7315767926073224,2,3,"REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES","REGENCY MILK JUG PINK, REGENCY TEA PLATE GREEN, REGENCY TEAPOT ROSES"
"frozenset({'REGENCY TEA PLATE PINK', 'ROSES REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY TEA PLATE ROSES', 'PINK REGENCY TEACUP AND SAUCER'})",0.007904500725923537,0.008334677636177878,0.0066139699951605095,0.836734693877551,100.39196840026332,1.0,0.006548088529735003,6.073950099478408,0.9979271597594025,0.6871508379888268,0.8353624933326546,0.8151415404871625,3,3,"REGENCY TEA PLATE PINK, ROSES REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER","REGENCY TEA PLATE GREEN, REGENCY TEA PLATE ROSES, PINK REGENCY TEACUP AND SAUCER"
"frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY TEA PLATE ROSES', 'PINK REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY TEA PLATE PINK', 'ROSES REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.008334677636177878,0.007904500725923537,0.0066139699951605095,0.7935483870967741,100.39196840026331,1.0,0.006548088529735003,4.805462574608806,0.998360053007319,0.6871508379888268,0.7919034880671386,0.8151415404871625,3,3,"REGENCY TEA PLATE GREEN, REGENCY TEA PLATE ROSES, PINK REGENCY TEACUP AND SAUCER","REGENCY TEA PLATE PINK, ROSES REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER"
"frozenset({'REGENCY TEAPOT ROSES', 'REGENCY SUGAR BOWL GREEN', 'REGENCY TEA PLATE ROSES'})","frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEA PLATE GREEN'})",0.007474323815669194,0.006775286336505888,0.005000806581706727,0.6690647482014388,98.75077081192188,1.0,0.004950165897683803,3.001265982591862,0.997327848052597,0.5406976744186046,0.6668072720644338,0.7035799931483384,3,2,"REGENCY TEAPOT ROSES, REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES","REGENCY MILK JUG PINK, REGENCY TEA PLATE GREEN"
"frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEA PLATE GREEN'})","frozenset({'REGENCY TEAPOT ROSES', 'REGENCY SUGAR BOWL GREEN', 'REGENCY TEA PLATE ROSES'})",0.006775286336505888,0.007474323815669194,0.005000806581706727,0.738095238095238,98.75077081192188,1.0,0.004950165897683803,3.789643490885626,0.996625922762971,0.5406976744186046,0.736122935467393,0.7035799931483384,2,3,"REGENCY MILK JUG PINK, REGENCY TEA PLATE GREEN","REGENCY TEAPOT ROSES, REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES"
"frozenset({'BLUE POLKADOT BOWL', 'PINK  POLKADOT CUP'})","frozenset({'PINK POLKADOT BOWL', 'BLUE POLKADOT CUP'})",0.007528095929450987,0.00779695649835995,0.005699844060870033,0.7571428571428571,97.10748768472907,1.0,0.005641147824392623,4.085541943830282,0.9972092195935274,0.5921787709497207,0.7552344306463101,0.744088669950739,2,2,"BLUE POLKADOT BOWL, PINK  POLKADOT CUP","PINK POLKADOT BOWL, BLUE POLKADOT CUP"
"frozenset({'PINK POLKADOT BOWL', 'BLUE POLKADOT CUP'})","frozenset({'BLUE POLKADOT BOWL', 'PINK  POLKADOT CUP'})",0.00779695649835995,0.007528095929450987,0.005699844060870033,0.7310344827586207,97.10748768472907,1.0,0.005641147824392623,3.689959643339221,0.9974794367026737,0.5921787709497207,0.7289943260476821,0.744088669950739,2,2,"PINK POLKADOT BOWL, BLUE POLKADOT CUP","BLUE POLKADOT BOWL, PINK  POLKADOT CUP"
"frozenset({'REGENCY TEA PLATE PINK', 'REGENCY TEA PLATE GREEN', 'REGENCY TEAPOT ROSES'})","frozenset({'REGENCY SUGAR BOWL GREEN', 'REGENCY TEA PLATE ROSES'})",0.005968704629778996,0.008926170887777599,0.005162122923052105,0.8648648648648649,96.89091501139694,1.0,0.005108845245548029,7.333946335430449,0.9956216866818133,0.5303867403314917,0.8636477614829305,0.7215890589384566,3,2,"REGENCY TEA PLATE PINK, REGENCY TEA PLATE GREEN, REGENCY TEAPOT ROSES","REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES"
"frozenset({'REGENCY SUGAR BOWL GREEN', 'REGENCY TEA PLATE ROSES'})","frozenset({'REGENCY TEA PLATE PINK', 'REGENCY TEA PLATE GREEN', 'REGENCY TEAPOT ROSES'})",0.008926170887777599,0.005968704629778996,0.005162122923052105,0.5783132530120482,96.89091501139694,1.0,0.005108845245548029,2.3572742147350954,0.9985927242146384,0.5303867403314917,0.5757812163943017,0.7215890589384566,2,3,"REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES","REGENCY TEA PLATE PINK, REGENCY TEA PLATE GREEN, REGENCY TEAPOT ROSES"
"frozenset({'REGENCY TEA PLATE GREEN', 'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY TEA PLATE ROSES', 'PINK REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY TEA PLATE PINK', 'GREEN REGENCY TEACUP AND SAUCER'})",0.007689412270796365,0.009033715115341184,0.0066139699951605095,0.8601398601398601,95.21441058941059,1.0,0.006544506035301726,7.085408936925308,0.9971650009119577,0.6542553191489361,0.8588648857247262,0.7961413586413586,4,2,"REGENCY TEA PLATE GREEN, ROSES REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE ROSES, PINK REGENCY TEACUP AND SAUCER","REGENCY TEA PLATE PINK, GREEN REGENCY TEACUP AND SAUCER"
"frozenset({'REGENCY TEA PLATE PINK', 'GREEN REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY TEA PLATE GREEN', 'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY TEA PLATE ROSES', 'PINK REGENCY TEACUP AND SAUCER'})",0.009033715115341184,0.007689412270796365,0.0066139699951605095,0.7321428571428571,95.21441058941058,1.0,0.006544506035301726,3.7046261941890264,0.9985177126718362,0.6542553191489361,0.7300672328105404,0.7961413586413586,2,4,"REGENCY TEA PLATE PINK, GREEN REGENCY TEACUP AND SAUCER","REGENCY TEA PLATE GREEN, ROSES REGENCY TEACUP AND SAUCER, REGENCY TEA PLATE ROSES, PINK REGENCY TEACUP AND SAUCER"
"frozenset({'RED RETROSPOT CUP', 'PINK POLKADOT BOWL'})","frozenset({'BLUE POLKADOT BOWL', 'PINK  POLKADOT CUP'})",0.006990374791633059,0.007528095929450987,0.005000806581706727,0.7153846153846154,95.02862637362637,1.0,0.004948182369692498,3.4870634467343615,0.9964423607120171,0.5254237288135595,0.7132257513305355,0.6898351648351648,2,2,"RED RETROSPOT CUP, PINK POLKADOT BOWL","BLUE POLKADOT BOWL, PINK  POLKADOT CUP"
"frozenset({'BLUE POLKADOT BOWL', 'PINK  POLKADOT CUP'})","frozenset({'RED RETROSPOT CUP', 'PINK POLKADOT BOWL'})",0.007528095929450987,0.006990374791633059,0.005000806581706727,0.6642857142857143,95.02862637362637,1.0,0.004948182369692498,2.957901011258965,0.9969822330426841,0.5254237288135595,0.6619224253301255,0.6898351648351648,2,2,"BLUE POLKADOT BOWL, PINK  POLKADOT CUP","RED RETROSPOT CUP, PINK POLKADOT BOWL"
"frozenset({'REGENCY TEA PLATE PINK', 'REGENCY TEA PLATE ROSES', 'GREEN REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY TEA PLATE GREEN', 'ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.0081733612948325,0.008549766091305049,0.0066139699951605095,0.8092105263157895,94.64709533267131,1.0,0.0065440896679099655,5.196566743245574,0.9975880832269964,0.6542553191489361,0.8075652542518026,0.7913977159880834,3,3,"REGENCY TEA PLATE PINK, REGENCY TEA PLATE ROSES, GREEN REGENCY TEACUP AND SAUCER","REGENCY TEA PLATE GREEN, ROSES REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER"
"frozenset({'REGENCY TEA PLATE GREEN', 'ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY TEA PLATE PINK', 'REGENCY TEA PLATE ROSES', 'GREEN REGENCY TEACUP AND SAUCER'})",0.008549766091305049,0.0081733612948325,0.0066139699951605095,0.7735849056603773,94.6470953326713,1.0,0.0065440896679099655,4.380567654281156,0.9979668182623903,0.6542553191489361,0.7717190832510727,0.7913977159880834,3,3,"REGENCY TEA PLATE GREEN, ROSES REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER","REGENCY TEA PLATE PINK, REGENCY TEA PLATE ROSES, GREEN REGENCY TEACUP AND SAUCER"
"frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY SUGAR BOWL GREEN', 'REGENCY TEAPOT ROSES'})","frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEA PLATE ROSES'})",0.006345109426251546,0.008334677636177878,0.005000806581706727,0.788135593220339,94.56101694915255,1.0,0.004947922140072647,4.680660321557241,0.9957429153814239,0.5166666666666666,0.7863549304369724,0.6940677966101695,3,2,"REGENCY TEA PLATE GREEN, REGENCY SUGAR BOWL GREEN, REGENCY TEAPOT ROSES","REGENCY MILK JUG PINK, REGENCY TEA PLATE ROSES"
"frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEA PLATE ROSES'})","frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY SUGAR BOWL GREEN', 'REGENCY TEAPOT ROSES'})",0.008334677636177878,0.006345109426251546,0.005000806581706727,0.6,94.56101694915253,1.0,0.004947922140072647,2.484137226434371,0.9977406644254059,0.5166666666666666,0.5974457492288544,0.6940677966101695,2,3,"REGENCY MILK JUG PINK, REGENCY TEA PLATE ROSES","REGENCY TEA PLATE GREEN, REGENCY SUGAR BOWL GREEN, REGENCY TEAPOT ROSES"
"frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEA PLATE GREEN'})","frozenset({'REGENCY SUGAR BOWL GREEN', 'REGENCY TEA PLATE ROSES'})",0.006775286336505888,0.008926170887777599,0.00564607194708824,0.8333333333333333,93.35843373493975,1.0,0.005585594583434964,5.946442974673332,0.9960370310216015,0.5614973262032086,0.8318322391622809,0.7329317269076305,2,2,"REGENCY MILK JUG PINK, REGENCY TEA PLATE GREEN","REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES"
"frozenset({'REGENCY SUGAR BOWL GREEN', 'REGENCY TEA PLATE ROSES'})","frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEA PLATE GREEN'})",0.008926170887777599,0.006775286336505888,0.00564607194708824,0.6325301204819277,93.35843373493975,1.0,0.005585594583434964,2.7028738109531147,0.998198686994737,0.5614973262032086,0.6300234232365551,0.7329317269076305,2,2,"REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES","REGENCY MILK JUG PINK, REGENCY TEA PLATE GREEN"
"frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY TEA PLATE ROSES', 'PINK REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY TEA PLATE PINK', 'GREEN REGENCY TEACUP AND SAUCER'})",0.008334677636177878,0.009033715115341184,0.0069366026778512665,0.832258064516129,92.12799539170507,1.0,0.0068613095745078305,5.907683621427774,0.9974590356188983,0.6649484536082475,0.8307289177821071,0.800057603686636,3,2,"REGENCY TEA PLATE GREEN, REGENCY TEA PLATE ROSES, PINK REGENCY TEACUP AND SAUCER","REGENCY TEA PLATE PINK, GREEN REGENCY TEACUP AND SAUCER"
"frozenset({'REGENCY TEA PLATE PINK', 'GREEN REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY TEA PLATE ROSES', 'PINK REGENCY TEACUP AND SAUCER'})",0.009033715115341184,0.008334677636177878,0.0069366026778512665,0.7678571428571429,92.12799539170507,1.0,0.0068613095745078305,4.27178908095185,0.9981626531490435,0.6649484536082475,0.7659060452073683,0.800057603686636,2,3,"REGENCY TEA PLATE PINK, GREEN REGENCY TEACUP AND SAUCER","REGENCY TEA PLATE GREEN, REGENCY TEA PLATE ROSES, PINK REGENCY TEACUP AND SAUCER"
"frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEAPOT ROSES', 'REGENCY TEA PLATE ROSES'})","frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY SUGAR BOWL GREEN'})",0.006829058450287681,0.007958272839705328,0.005000806581706727,0.7322834645669292,92.01537561183231,1.0,0.004946459071321042,3.7055676279222776,0.9959335394216718,0.5109890109890111,0.7301358117269869,0.6803309214726538,3,2,"REGENCY MILK JUG PINK, REGENCY TEAPOT ROSES, REGENCY TEA PLATE ROSES","REGENCY TEA PLATE GREEN, REGENCY SUGAR BOWL GREEN"
"frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY SUGAR BOWL GREEN'})","frozenset({'REGENCY MILK JUG PINK', 'REGENCY TEAPOT ROSES', 'REGENCY TEA PLATE ROSES'})",0.007958272839705328,0.006829058450287681,0.005000806581706727,0.6283783783783784,92.0153756118323,1.0,0.004946459071321042,2.672532715442862,0.9970671837562077,0.5109890109890111,0.625823102474429,0.6803309214726538,2,3,"REGENCY TEA PLATE GREEN, REGENCY SUGAR BOWL GREEN","REGENCY MILK JUG PINK, REGENCY TEAPOT ROSES, REGENCY TEA PLATE ROSES"
"frozenset({'REGENCY TEA PLATE PINK', 'REGENCY TEAPOT ROSES'})","frozenset({'REGENCY SUGAR BOWL GREEN', 'REGENCY TEA PLATE ROSES'})",0.006398881540033339,0.008926170887777599,0.005215895036833898,0.8151260504201681,91.31866963652931,1.0,0.005158777526716915,5.3608084392888395,0.9954189043978741,0.5159574468085106,0.8134609711716058,0.6997316999088792,2,2,"REGENCY TEA PLATE PINK, REGENCY TEAPOT ROSES","REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES"
"frozenset({'REGENCY SUGAR BOWL GREEN', 'REGENCY TEA PLATE ROSES'})","frozenset({'REGENCY TEA PLATE PINK', 'REGENCY TEAPOT ROSES'})",0.008926170887777599,0.006398881540033339,0.005215895036833898,0.5843373493975903,91.31866963652931,1.0,0.005158777526716915,2.3904026907877456,0.9979572739115575,0.5159574468085106,0.5816604441361071,0.6997316999088792,2,2,"REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES","REGENCY TEA PLATE PINK, REGENCY TEAPOT ROSES"
"frozenset({'REGENCY MILK JUG PINK', 'REGENCY SUGAR BOWL GREEN', 'REGENCY TEA PLATE ROSES'})","frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY TEAPOT ROSES'})",0.0070979190191966446,0.007743184384578158,0.005000806581706727,0.7045454545454546,90.98910984848486,1.0,0.004945846085994283,3.3584076836214285,0.9960797673016955,0.5081967213114754,0.7022398427454516,0.675189393939394,3,2,"REGENCY MILK JUG PINK, REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES","REGENCY TEA PLATE GREEN, REGENCY TEAPOT ROSES"
"frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY TEAPOT ROSES'})","frozenset({'REGENCY MILK JUG PINK', 'REGENCY SUGAR BOWL GREEN', 'REGENCY TEA PLATE ROSES'})",0.007743184384578158,0.0070979190191966446,0.005000806581706727,0.6458333333333334,90.98910984848486,1.0,0.004945846085994283,2.8034882286516805,0.9967275187354796,0.5081967213114754,0.643301516382345,0.675189393939394,2,3,"REGENCY TEA PLATE GREEN, REGENCY TEAPOT ROSES","REGENCY MILK JUG PINK, REGENCY SUGAR BOWL GREEN, REGENCY TEA PLATE ROSES"
"frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY TEA PLATE ROSES', 'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY TEA PLATE PINK', 'ROSES REGENCY TEACUP AND SAUCER'})",0.00779695649835995,0.00935634779803194,0.0066139699951605095,0.8482758620689655,90.66313912009514,1.0,0.006541018958395728,6.529242253149336,0.9967417108595539,0.6275510204081632,0.8468428706994817,0.7775862068965518,4,2,"REGENCY TEA PLATE GREEN, REGENCY TEA PLATE ROSES, PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER","REGENCY TEA PLATE PINK, ROSES REGENCY TEACUP AND SAUCER"
"frozenset({'REGENCY TEA PLATE PINK', 'ROSES REGENCY TEACUP AND SAUCER'})","frozenset({'REGENCY TEA PLATE GREEN', 'REGENCY TEA PLATE ROSES', 'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.00935634779803194,0.00779695649835995,0.0066139699951605095,0.7068965517241379,90.66313912009512,1.0,0.006541018958395728,3.385163324887948,0.9983107012310962,0.6275510204081632,0.7045932783662363,0.7775862068965518,2,4,"REGENCY TEA PLATE PINK, ROSES REGENCY TEACUP AND SAUCER","REGENCY TEA PLATE GREEN, REGENCY TEA PLATE ROSES, PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER"
