antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len,antecedents_str,consequents_str
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.11082432650427489,0.04973920524815831,0.0311878259934398,0.2814167879670063,5.65784649278099,1.0,0.02567551207095476,1.3224088440131976,0.9258623817626744,0.24106400665004152,0.24380421037926756,0.45422190749701663,1,1,JUMBO BAG RED RETROSPOT,JUMBO  BAG BAROQUE BLACK WHITE
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.11082432650427489,0.08286282733774265,0.030811421196967254,0.2780203784570597,3.355188175318584,1.0,0.021628204165021907,1.270308946812441,0.7894436887818297,0.18917134367778143,0.21278992601817184,0.3249284241409244,1,1,JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.08286282733774265,0.11082432650427489,0.030811421196967254,0.3718364698247891,3.355188175318584,1.0,0.021628204165021907,1.4155162322901989,0.7653752836360421,0.18917134367778143,0.29354395436209496,0.3249284241409244,1,1,LUNCH BAG RED RETROSPOT,JUMBO BAG RED RETROSPOT
frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.054417379147174275,0.03952250362961768,0.030596332741840083,0.5622529644268774,14.226147455029443,1.0,0.028445621676981607,2.194138208412702,0.9832106469555606,0.4830220713073005,0.5442401959157228,0.6682013121454116,1,1,ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.03952250362961768,0.054417379147174275,0.030596332741840083,0.7741496598639457,14.226147455029444,1.0,0.028445621676981607,4.186766423655586,0.9679632306972081,0.4830220713073005,0.7611521879152572,0.6682013121454116,1,1,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.057912566542990804,0.08286282733774265,0.02978975103511319,0.5143918291550603,6.207751360672717,1.0,0.02499095203297581,1.8886362045071723,0.8904811211117155,0.26841085271317827,0.4705174042446445,0.4369493214561804,1,1,LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.08286282733774265,0.057912566542990804,0.02978975103511319,0.3595068137573004,6.207751360672717,1.0,0.02499095203297581,1.4708781509192006,0.9147062172770436,0.26841085271317827,0.3201340305619016,0.4369493214561804,1,1,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0616766145077163,0.08286282733774265,0.029735978921331396,0.48212728857890147,5.818378446269844,1.0,0.024625280262601988,1.7709702643831802,0.8825643921926247,0.25901639344262295,0.4353377805875839,0.42049258653474597,1,1,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.08286282733774265,0.0616766145077163,0.029735978921331396,0.3588578844905905,5.818378446269844,1.0,0.024625280262601988,1.463518559760738,0.9029519608209018,0.25901639344262295,0.31671519070896914,0.42049258653474597,1,1,LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.06146152605258913,0.04360918427703393,0.029305802011077055,0.47681539807524054,10.933829787922624,1.0,0.026625514995501975,1.8280178969420569,0.9680378199892142,0.3867991483321504,0.45295940391348527,0.574412631220111,1,1,PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS""})",0.04360918427703393,0.06146152605258913,0.029305802011077055,0.6720098643649814,10.933829787922624,1.0,0.026625514995501975,2.861483843501316,0.9499680709598417,0.3867991483321504,0.6505309641111241,0.574412631220111,1,1,PAPER CHAIN KIT VINTAGE CHRISTMAS,PAPER CHAIN KIT 50'S CHRISTMAS
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.060870032800989404,0.08286282733774265,0.029305802011077055,0.4814487632508834,5.810189909264555,1.0,0.024261938993045937,1.768652946258391,0.88154847046649,0.25610902255639095,0.4345979508780886,0.41755760680389725,1,1,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.08286282733774265,0.060870032800989404,0.029305802011077055,0.3536664503569111,5.810189909264555,1.0,0.024261938993045937,1.4530113247526861,0.902687853933938,0.25610902255639095,0.3117741183674478,0.41755760680389725,1,1,LUNCH BAG RED RETROSPOT,LUNCH BAG CARS BLUE
frozenset({'GARDENERS KNEELING PAD KEEP CALM'}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA'}),0.04866376297252245,0.040544173791471745,0.02925202989729526,0.6011049723756906,14.82592728285241,1.0,0.027278997833990324,2.4052839964507426,0.980253412974957,0.4878923766816144,0.5842486785445675,0.6612951917581371,1,1,GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA
frozenset({'GARDENERS KNEELING PAD CUP OF TEA'}),frozenset({'GARDENERS KNEELING PAD KEEP CALM'}),0.040544173791471745,0.04866376297252245,0.02925202989729526,0.7214854111405835,14.82592728285241,1.0,0.027278997833990324,3.4157501081843713,0.9719578200052089,0.4878923766816144,0.7072385366821972,0.6612951917581371,1,1,GARDENERS KNEELING PAD CUP OF TEA,GARDENERS KNEELING PAD KEEP CALM
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG APPLES'}),0.11082432650427489,0.051836317685648226,0.029090713555949884,0.26249393498301793,5.063900112945212,1.0,0.023345988559976286,1.2856350981907099,0.9025480282978625,0.21779388083735912,0.22217431570800117,0.41184862724254634,1,1,JUMBO BAG RED RETROSPOT,JUMBO BAG APPLES
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.051836317685648226,0.11082432650427489,0.029090713555949884,0.5612033195020747,5.063900112945213,1.0,0.023345988559976286,2.0263956247042056,0.8463979014310359,0.21779388083735912,0.5065129494908129,0.41184862724254634,1,1,JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.0587191482497177,0.051513685002957464,0.02882185298704092,0.4908424908424908,9.528390190185597,1.0,0.025797013280463,1.8628544172244073,0.950885674455486,0.35402906208718626,0.46318939861657704,0.5251707235005774,1,1,WOODEN PICTURE FRAME WHITE FINISH,WOODEN FRAME ANTIQUE WHITE
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.051513685002957464,0.0587191482497177,0.02882185298704092,0.5594989561586639,9.528390190185597,1.0,0.025797013280463,2.1368413648738636,0.943661983748698,0.35402906208718626,0.5320195422840716,0.5251707235005774,1,1,WOODEN FRAME ANTIQUE WHITE,WOODEN PICTURE FRAME WHITE FINISH
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.06775286336505888,0.057697478087863636,0.028768080873259126,0.4246031746031746,7.359128833266764,1.0,0.024858911523863624,1.6376567967024716,0.9269155320666351,0.29755283648498326,0.38937144704948856,0.46160261246468137,1,1,LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.057697478087863636,0.06775286336505888,0.028768080873259126,0.4986020503261882,7.359128833266763,1.0,0.024858911523863624,1.859295869162252,0.9170243425838424,0.29755283648498326,0.46216198476761394,0.46160261246468137,1,1,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04592138516965102,0.11082432650427489,0.028660536645695543,0.6241217798594848,5.631631606039223,1.0,0.02357133006212557,2.365595093973051,0.8620165614555707,0.2237615449202351,0.5772733877628713,0.44136705198699616,1,1,JUMBO BAG WOODLAND ANIMALS,JUMBO BAG RED RETROSPOT
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.11082432650427489,0.04592138516965102,0.028660536645695543,0.2586123241145075,5.631631606039223,1.0,0.02357133006212557,1.286882215422349,0.9249370978414484,0.2237615449202351,0.22292810638322136,0.44136705198699616,1,1,JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.11082432650427489,0.04366295639081572,0.028391676076786578,0.2561863173216885,5.867360767526406,1.0,0.0235527583415889,1.2857212308405275,0.9329603179839028,0.2251599147121535,0.22222642357219238,0.45321631137020385,1,1,JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY
frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04366295639081572,0.11082432650427489,0.028391676076786578,0.6502463054187192,5.867360767526405,1.0,0.0235527583415889,2.542291010135665,0.86744064201191,0.2251599147121535,0.6066539998713063,0.45321631137020385,1,1,JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT
frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.0475345485831048,0.04463085443888799,0.0282303597354412,0.5938914027149321,13.30674507986698,1.0,0.0261088522168104,2.3524967261170557,0.9710064977834413,0.44154751892346505,0.5749197059880449,0.6132107615984299,1,1,SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX'}),0.04463085443888799,0.0475345485831048,0.0282303597354412,0.6325301204819277,13.306745079866978,1.0,0.0261088522168104,2.5919551628722064,0.9680552763684412,0.44154751892346505,0.6141908570316947,0.6132107615984299,1,1,DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.06334355003495187,0.06269828466957036,0.027961499166532237,0.44142614601018676,7.040482021742232,1.0,0.02398996723445965,1.6780264751660272,0.9159860806281381,0.2850877192982456,0.404061845984249,0.44369763561229747,1,1,JUMBO STORAGE BAG SUKI,JUMBO SHOPPER VINTAGE RED PAISLEY
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.06269828466957036,0.06334355003495187,0.027961499166532237,0.44596912521440824,7.040482021742233,1.0,0.02398996723445965,1.6906213942093593,0.9153554895566255,0.2850877192982456,0.4085015110863052,0.44369763561229747,1,1,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05393343012313814,0.08286282733774265,0.027961499166532237,0.518444666001994,6.256661553302454,1.0,0.023492422658506432,1.904531230186841,0.8880668453406318,0.2569169960474308,0.4749364126195522,0.4279439423455784,1,1,LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.08286282733774265,0.05393343012313814,0.027961499166532237,0.3374432186891629,6.256661553302455,1.0,0.023492422658506432,1.4279026289718357,0.9160792728027133,0.2569169960474308,0.2996721347028738,0.4279439423455784,1,1,LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.05517018874011938,0.039630047857181265,0.027961499166532237,0.50682261208577,12.7888468344085,1.0,0.025775101946471583,1.9473114049378102,0.9756327077395884,0.41834271922767496,0.48647145111752876,0.6061928528542826,1,1,RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.039630047857181265,0.05517018874011938,0.027961499166532237,0.7055630936227951,12.7888468344085,1.0,0.025775101946471583,3.208938114739779,0.9598455939357395,0.41834271922767496,0.6883704315123284,0.6061928528542826,1,1,CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.06775286336505888,0.060870032800989404,0.02785395493896865,0.4111111111111111,6.753916372202592,1.0,0.02372983592357656,1.5947490009039802,0.9138539820318674,0.27641408751334046,0.3729420746254414,0.4343541421279937,1,1,LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.060870032800989404,0.06775286336505888,0.02785395493896865,0.4575971731448763,6.753916372202591,1.0,0.02372983592357656,1.7187357633074156,0.9071563977375601,0.27641408751334046,0.41817699884497117,0.4343541421279937,1,1,LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL.
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.06334355003495187,0.06511802978975104,0.02763886648384148,0.4363327674023769,6.700644488341869,1.0,0.023514059305676897,1.6585707242585441,0.9082952712979677,0.27413333333333334,0.39707123406085376,0.4303876884080423,1,1,JUMBO STORAGE BAG SUKI,JUMBO BAG PINK POLKADOT
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.06511802978975104,0.06334355003495187,0.02763886648384148,0.42444260941370765,6.700644488341869,1.0,0.023514059305676897,1.6273901878158872,0.9100192874001667,0.27413333333333334,0.38551921506784087,0.4303876884080423,1,1,JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI
"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.030596332741840083,0.05232026670968436,0.02763886648384148,0.9033391915641475,17.265569317079603,1.0,0.026038058194450157,9.804177604403439,0.971815243732404,0.5,0.8980026637266484,0.7158011476834099,2,1,"ROSES REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER",GREEN REGENCY TEACUP AND SAUCER
"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.039253643060708714,0.03952250362961768,0.02763886648384148,0.7041095890410959,17.81540956108471,1.0,0.026087464233498902,3.2460582053258293,0.982432887707464,0.5404837013669821,0.6919340514722461,0.7017146584661262,2,1,"ROSES REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",PINK REGENCY TEACUP AND SAUCER
"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.03247835672420283,0.054417379147174275,0.02763886648384148,0.8509933774834436,15.638264665078657,1.0,0.025871479431903356,6.34591003327896,0.9674763272617258,0.4664246823956442,0.8424181882888598,0.6794492579116822,2,1,"PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER
frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.054417379147174275,0.03247835672420283,0.02763886648384148,0.5079051383399209,15.638264665078657,1.0,0.025871479431903356,1.9661283192672825,0.9899233185339911,0.4664246823956442,0.49138619783846543,0.6794492579116822,1,2,ROSES REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER"
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.03952250362961768,0.039253643060708714,0.02763886648384148,0.6993197278911565,17.81540956108471,1.0,0.026087464233498902,3.195242408825245,0.9827078941142795,0.5404837013669821,0.6870346997029069,0.7017146584661262,1,2,PINK REGENCY TEACUP AND SAUCER,"ROSES REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER"
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'})",0.05232026670968436,0.030596332741840083,0.02763886648384148,0.5282631038026722,17.265569317079603,1.0,0.026038058194450157,2.054966815342461,0.9940924429191886,0.5,0.5133741369768301,0.7158011476834099,1,2,GREEN REGENCY TEACUP AND SAUCER,"ROSES REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER"
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04592138516965102,0.11082432650427489,0.027531322256277895,0.5995316159250585,5.409747433943869,1.0,0.022442115672707923,2.220339254869442,0.8543829344671138,0.21306699958385353,0.5496183757473582,0.42397735575486306,1,1,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.11082432650427489,0.04592138516965102,0.027531322256277895,0.24842309558466763,5.409747433943869,1.0,0.022442115672707923,1.269435781255874,0.9167462751723512,0.21306699958385353,0.21224845339503262,0.42397735575486306,1,1,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK VINTAGE PAISLEY
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.057912566542990804,0.06775286336505888,0.027531322256277895,0.4753946146703807,7.01659813414688,1.0,0.02360758004817076,1.7770445418687284,0.9101923694349315,0.2805479452054795,0.4372679038487091,0.4408719105097935,1,1,LUNCH BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL.
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.06775286336505888,0.057912566542990804,0.027531322256277895,0.40634920634920635,7.01659813414688,1.0,0.02360758004817076,1.5869387248072615,0.9197998680567573,0.2805479452054795,0.369855946944988,0.4408719105097935,1,1,LUNCH BAG  BLACK SKULL.,LUNCH BAG SUKI DESIGN
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.06775286336505888,0.0616766145077163,0.02726246168736893,0.4023809523809524,6.524044090173123,1.0,0.02308369445180822,1.5701028761225464,0.9082579140347985,0.2668421052631579,0.3630990585345887,0.42220181010503594,1,1,LUNCH BAG  BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0616766145077163,0.06775286336505888,0.02726246168736893,0.4420226678291195,6.524044090173123,1.0,0.02308369445180822,1.6707616651879336,0.9023763584883269,0.2668421052631579,0.40147058623857274,0.42220181010503594,1,1,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG  BLACK SKULL.
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.047050599559068665,0.05517018874011938,0.027154917459805344,0.5771428571428572,10.461136173767752,1.0,0.024559127001795748,2.2343948239253937,0.9490620261665033,0.36174785100286533,0.5524515232078832,0.5346727930938457,1,1,CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG
